	Kingdom	Phylum	Class	Order	Family	Genus
ASV_258	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_259	Bacteria	Proteobacteria	Alphaproteobacteria	NRL2	NA	NA
ASV_260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA
ASV_261	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA
ASV_262	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_263	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_264	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera
ASV_265	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes
ASV_266	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA
ASV_267	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Carchesium
ASV_268	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV_269	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SS1-B-06-26	NA
ASV_270	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_271	Eukaryota	Arthropoda	NA	NA	NA	NA
ASV_272	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita
ASV_274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA
ASV_275	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_276	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinagarivorans
ASV_277	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_278	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
ASV_279	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_280	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_281	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_282	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_283	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
ASV_284	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_285	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_287	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	NA
ASV_288	Bacteria	NA	NA	NA	NA	NA
ASV_289	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_290	Eukaryota	Mollusca	Bivalvia	Ostreoida	NA	NA
ASV_291	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV_292	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
ASV_293	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_294	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia
ASV_295	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
ASV_296	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus
ASV_297	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	NA
ASV_298	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_299	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
ASV_300	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
ASV_301	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
ASV_302	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter
ASV_303	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella
ASV_304	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_305	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_306	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
ASV_307	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_308	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_309	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ASV_310	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_311	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita
ASV_312	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
ASV_313	Bacteria	Armatimonadetes	DG-56	NA	NA	NA
ASV_314	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA
ASV_315	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ideonella
ASV_316	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
ASV_317	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catenuloplanes
ASV_318	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
ASV_319	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia
ASV_320	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055
ASV_321	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium
ASV_322	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_323	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes
ASV_324	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	NA
ASV_325	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rubripirellula
ASV_326	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_327	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ASV_328	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
ASV_329	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_330	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV_331	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA
ASV_332	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter
ASV_333	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Marimicrobium
ASV_334	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_335	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_336	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_337	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV_338	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_339	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_340	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_341	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA
ASV_342	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA
ASV_343	Eukaryota	Cercozoa	NA	NA	NA	NA
ASV_344	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_345	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Mf105b01
ASV_346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
ASV_347	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_348	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_349	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_350	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
ASV_351	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV_352	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV_353	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
ASV_354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_355	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307
ASV_356	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
ASV_357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA
ASV_358	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_359	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia
ASV_361	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV_362	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
ASV_363	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_364	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_365	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseicyclus
ASV_367	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia
ASV_368	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_369	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
ASV_370	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_371	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_372	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_373	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella
ASV_374	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_375	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1
ASV_376	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_377	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ASV_378	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia
ASV_379	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
ASV_380	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
ASV_381	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_382	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oleibacter
ASV_383	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
ASV_384	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	NA	NA
ASV_385	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_386	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_387	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
ASV_388	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
ASV_389	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
ASV_390	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA
ASV_391	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_392	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SS1-B-06-26	NA
ASV_393	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_394	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV_395	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter
ASV_396	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Taeseokella
ASV_397	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV_398	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_399	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
ASV_400	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chloroploca
ASV_401	Bacteria	NA	NA	NA	NA	NA
ASV_402	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
ASV_403	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Flammeovirgaceae	NA
ASV_404	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_405	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_406	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
ASV_407	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV_408	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga
ASV_409	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_410	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_411	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter
ASV_413	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga
ASV_414	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_415	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA
ASV_416	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_417	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_418	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
ASV_419	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_420	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_421	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_422	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens
ASV_423	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	P13-46	NA
ASV_424	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella
ASV_425	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV_426	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea
ASV_427	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV_428	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_429	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
ASV_430	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307
ASV_431	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_432	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mariniflexile
ASV_433	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_434	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_435	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_437	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV_438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_439	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SS1-B-06-26	NA
ASV_440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV_441	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_442	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_443	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_444	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella
ASV_445	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_446	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_447	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_448	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_449	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea
ASV_450	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_451	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
ASV_452	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_453	Eukaryota	Labyrinthulomycetes	Labyrinthulomycetes_cl	Labyrinthulomycetes_or	Labyrinthulaceae	Labyrinthula
ASV_454	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Microscilla
ASV_455	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
ASV_456	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_457	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_458	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
ASV_459	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
ASV_460	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
ASV_461	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium
ASV_462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
ASV_463	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus
ASV_464	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29
ASV_465	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_466	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
ASV_467	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
ASV_468	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
ASV_470	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
ASV_471	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
ASV_472	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella
ASV_473	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera
ASV_475	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV_476	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA
ASV_477	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter
ASV_479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_480	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter
ASV_481	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
ASV_482	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
ASV_483	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA
ASV_484	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_485	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
ASV_486	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_487	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
ASV_488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_489	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
ASV_490	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_491	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV_492	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_493	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_6
ASV_495	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
ASV_496	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio
ASV_497	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_498	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga
ASV_499	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group
ASV_500	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA
ASV_501	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA
ASV_502	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV_503	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter
ASV_504	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_505	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
ASV_506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
ASV_507	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_508	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
ASV_509	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Imperialibacter
ASV_510	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda
ASV_511	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
ASV_512	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum
ASV_513	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
ASV_514	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055
ASV_515	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
